"seqnames","qry_id","ref_id","qry_gene_id","ref_gene_id","gene_name","class_code","strand","start","end","len","num_exons","prediction","rnamining_score","exon","classification"
"2","BambuTx539","ENST00000295030","BambuGene12447","ENSG00000162928",NA,"x","-",61049194,61050482,686,2,"non-coding",0.9999901,"multi-exonic","antisense"
"2","BambuTx540","ENST00000426832","BambuGene11788","ENSG00000198369",NA,"x","+",65318159,65334551,699,2,"non-coding",0.99998873,"multi-exonic","antisense"
"2","BambuTx543","ENST00000661422","BambuGene12469","ENSG00000204929",NA,"i","-",65510845,65517012,1120,3,"non-coding",0.999998,"multi-exonic","intronic"
"2","BambuTx544","ENST00000822266","BambuGene12473","ENSG00000204929",NA,"i","-",65549673,65553396,1328,2,"non-coding",0.9999982,"multi-exonic","intronic"
"2","BambuTx546","-","BambuGene11808","-",NA,"u","+",72107150,72109815,448,2,"non-coding",0.9999747,"multi-exonic","intergenic"
"2","BambuTx547","ENST00000348222","ENSG00000114956","ENSG00000114956","DGUOK","j","+",73926877,73958956,523,3,"non-coding",0.9998812,"multi-exonic","multiexon SJ match"
"2","BambuTx548","ENST00000452361","ENSG00000274049","ENSG00000274049","INO80B-WBP1","j","+",74455092,74460885,1510,7,"non-coding",0.9999302,"multi-exonic","multiexon SJ match"
"2","BambuTx549","ENST00000840053","ENSG00000309281","ENSG00000309281","ENSG00000309281","j","-",74928264,74958923,2972,2,"non-coding",0.9999957,"multi-exonic","multiexon SJ match"
"2","BambuTx551","-","BambuGene11829","-",NA,"u","+",85311668,85313544,1824,2,"non-coding",0.99999636,"multi-exonic","intergenic"
"2","BambuTx552","ENST00000312912","ENSG00000115548","ENSG00000115548","KDM3A","j","+",86441374,86443290,588,3,"non-coding",0.99995756,"multi-exonic","multiexon SJ match"
"2","BambuTx553","ENST00000604011","ENSG00000249884","ENSG00000249884","RNF103-CHMP3","j","-",86647396,86695150,1489,4,"non-coding",0.99997264,"multi-exonic","multiexon SJ match"
"2","BambuTx554","ENST00000393526","ENSG00000168754","ENSG00000168754","FAM178B","j","-",96875882,96895622,960,5,"non-coding",0.9998256,"multi-exonic","multiexon SJ match"
"2","BambuTx555","ENST00000338148","ENSG00000185414","ENSG00000185414","MRPL30","j","+",99181179,99197435,917,7,"non-coding",0.99999887,"multi-exonic","multiexon SJ match"
"2","BambuTx557","ENST00000449600","ENSG00000144061","ENSG00000144061","NPHP1","j","-",110178754,110205016,434,4,"non-coding",0.99606645,"multi-exonic","multiexon SJ match"
"2","BambuTx558","ENST00000729772","ENSG00000175772","ENSG00000175772","LINC01106","j","-",110352226,110384522,1813,2,"non-coding",0.9999998,"multi-exonic","multiexon SJ match"
"2","BambuTx559","ENST00000455309","ENSG00000240350","ENSG00000240350","SOCAR","j","+",111504776,111510994,471,2,"non-coding",0.99994755,"multi-exonic","multiexon SJ match"
"1","BambuTx56","ENST00000271628","BambuGene591","ENSG00000143368",NA,"x","+",149923317,149927796,420,2,"non-coding",0.99988234,"multi-exonic","antisense"
"2","BambuTx561","ENST00000409052","ENSG00000136689","ENSG00000136689","IL1RN","j","+",113078003,113134016,1911,7,"non-coding",0.99999493,"multi-exonic","multiexon SJ match"
"2","BambuTx562","ENST00000414886","ENSG00000304983","ENSG00000226856",NA,"i","+",118142585,118162153,1176,2,"non-coding",0.9999712,"multi-exonic","intronic"
"2","BambuTx563","ENST00000409951","ENSG00000144120","ENSG00000144120","TMEM177","j","+",119679179,119687821,409,4,"non-coding",0.9999601,"multi-exonic","multiexon SJ match"
"2","BambuTx565","ENST00000409261","BambuGene11977","ENSG00000176771",NA,"x","+",132670828,132675046,376,3,"non-coding",0.99996066,"multi-exonic","antisense"
"2","BambuTx566","ENST00000747810","ENSG00000224043","ENSG00000224043","CCNT2-AS1","j","-",134803992,134825873,1279,3,"non-coding",0.99999845,"multi-exonic","multiexon SJ match"
"2","BambuTx567","ENST00000489438","ENSG00000271320","ENSG00000007001","UPP2","j","+",157876566,157918374,553,2,"non-coding",0.99999523,"multi-exonic","multiexon SJ match"
"2","BambuTx568","ENST00000259050","ENSG00000136536","ENSG00000136536","MARCHF7","j","+",159712506,159748898,1778,5,"non-coding",0.9997495,"multi-exonic","multiexon SJ match"
"2","BambuTx569","ENST00000498478","ENSG00000303120","ENSG00000115221",NA,"i","+",160205722,160208514,979,2,"non-coding",0.9999465,"multi-exonic","intronic"
"2","BambuTx570","ENST00000664835","ENSG00000285373","ENSG00000285373","LINC02478","j","-",160257718,160270461,589,2,"non-coding",0.999994,"multi-exonic","multiexon SJ match"
"2","BambuTx571","ENST00000839447","ENSG00000230918","ENSG00000230918","DPP4-DT","j","+",162073663,162077936,1547,5,"non-coding",0.999999,"multi-exonic","multiexon SJ match"
"2","BambuTx572","-","ENSG00000309217","-",NA,"u","-",162103338,162106223,952,2,"non-coding",0.99984115,"multi-exonic","intergenic"
"2","BambuTx573","ENST00000355999","BambuGene12040","ENSG00000198648",NA,"i","+",168211450,168213709,1794,2,"non-coding",0.9999989,"multi-exonic","intronic"
"2","BambuTx574","ENST00000447353","ENSG00000154479","ENSG00000154479","CFAP210","j","-",169686453,169694418,2654,2,"non-coding",0.9999983,"multi-exonic","multiexon SJ match"
"2","BambuTx576","ENST00000715288","BambuGene12062","ENSG00000236651",NA,"i","+",172197299,172210672,500,3,"non-coding",0.99997324,"multi-exonic","intronic"
"2","BambuTx577","ENST00000306324","ENSG00000170166","ENSG00000170166","HOXD4","j","+",176152276,176153226,751,2,"non-coding",0.9999653,"multi-exonic","multiexon SJ match"
"2","BambuTx578","ENST00000456746","BambuGene12069","ENSG00000213963",NA,"i","+",177319805,177321789,830,2,"non-coding",0.9999884,"multi-exonic","intronic"
"2","BambuTx579","ENST00000486067","ENSG00000150722","ENSG00000150722","PPP1R1C","j","+",181954485,182117524,674,6,"non-coding",0.9999904,"multi-exonic","multiexon SJ match"
"1","BambuTx58","ENST00000650332","ENSG00000143363","ENSG00000143363","PRUNE1","j","+",151008437,151035713,2947,8,"non-coding",0.99999946,"multi-exonic","multiexon SJ match"
"2","BambuTx580","ENST00000409845","ENSG00000222017","ENSG00000222017","ENSG00000222017","j","+",197693569,197774253,564,4,"non-coding",0.9999942,"multi-exonic","multiexon SJ match"
"2","BambuTx583","ENST00000657931","ENSG00000286836","ENSG00000286836","ENSG00000286836","j","-",215303655,215311907,1143,3,"non-coding",0.9999849,"multi-exonic","multiexon SJ match"
"2","BambuTx584","ENST00000802626","ENSG00000287498","ENSG00000287498","ENSG00000287498","j","-",217103316,217106782,360,3,"non-coding",0.99050367,"multi-exonic","multiexon SJ match"
"2","BambuTx585","ENST00000830324","BambuGene12816","ENSG00000288902",NA,"i","-",220225488,220228764,604,2,"non-coding",0.99999595,"multi-exonic","intronic"
"2","BambuTx586","ENST00000719962","ENSG00000235070","ENSG00000235070","ENSG00000235070","j","-",226086625,226137560,1549,2,"non-coding",0.99999493,"multi-exonic","multiexon SJ match"
"2","BambuTx587","ENST00000803144","ENSG00000304396","ENSG00000304396","ENSG00000304396","j","-",226619633,226652473,1819,3,"non-coding",0.9999971,"multi-exonic","multiexon SJ match"
"1","BambuTx59","ENST00000368822","ENSG00000182134","ENSG00000182134","TDRKH","j","-",151773484,151790503,2620,14,"non-coding",0.99999815,"multi-exonic","multiexon SJ match"
"2","BambuTx591","ENST00000760713","BambuGene12187","ENSG00000299137",NA,"i","+",234248451,234252406,1611,2,"non-coding",0.9999979,"multi-exonic","intronic"
"2","BambuTx593","ENST00000487192","ENSG00000146205","ENSG00000146205","ANO7","j","+",241218235,241241597,2253,3,"non-coding",0.99999034,"multi-exonic","multiexon SJ match"
"2","BambuTx594","ENST00000487192","ENSG00000146205","ENSG00000146205","ANO7","j","+",241218229,241241601,2364,2,"non-coding",0.9999957,"multi-exonic","multiexon SJ match"
"2","BambuTx597","-","BambuGene12907","-",NA,"u","-",241732157,241734488,1757,2,"non-coding",0.9999992,"multi-exonic","intergenic"
"20","BambuTx598","ENST00000217254","BambuGene12935","ENSG00000101276",NA,"i","+",768654,770710,515,2,"non-coding",0.99999875,"multi-exonic","intronic"
"20","BambuTx599","ENST00000740739","ENSG00000296607","ENSG00000296607","ENSG00000296607","j","-",1405146,1418339,410,3,"non-coding",0.9998915,"multi-exonic","multiexon SJ match"
"1","BambuTx6","ENST00000445300","BambuGene1052","ENSG00000238290",NA,"i","-",8051089,8061357,400,2,"non-coding",0.9999224,"multi-exonic","intronic"
"1","BambuTx60","ENST00000368706","ENSG00000285867","ENSG00000188643","S100A16","j","-",153589214,153613102,993,3,"non-coding",0.99999917,"multi-exonic","multiexon SJ match"
"20","BambuTx601","ENST00000702241","ENSG00000259974","ENSG00000259974","LINC00261","j","-",22564501,22584328,973,4,"non-coding",0.99999034,"multi-exonic","multiexon SJ match"
"20","BambuTx602","ENST00000471007","ENSG00000078699","ENSG00000078699","CBFA2T2","j","+",33490096,33526544,1152,3,"non-coding",0.99999654,"multi-exonic","multiexon SJ match"
"20","BambuTx603","ENST00000512005","ENSG00000250917","ENSG00000250917","ENSG00000250917","j","-",34234827,34285542,446,3,"non-coding",0.9999114,"multi-exonic","multiexon SJ match"
"20","BambuTx604","ENST00000433764","ENSG00000126005","ENSG00000126005","MMP24OS","j","-",35268586,35278125,659,3,"non-coding",0.9999943,"multi-exonic","multiexon SJ match"
"20","BambuTx605","ENST00000566203","ENSG00000126005","ENSG00000126005","MMP24OS","j","-",35268585,35278122,694,3,"non-coding",0.9999349,"multi-exonic","multiexon SJ match"
"20","BambuTx606","ENST00000359226","ENSG00000101019","ENSG00000101019","UQCC1","j","-",35302578,35320535,1765,4,"non-coding",0.9999864,"multi-exonic","multiexon SJ match"
"20","BambuTx607","ENST00000622112","ENSG00000149646","ENSG00000149646","CNBD2","j","+",35954675,35955368,485,2,"non-coding",0.99996656,"multi-exonic","multiexon SJ match"
"20","BambuTx608","ENST00000558530","ENSG00000259399","ENSG00000259399","TGIF2-RAB5IF","j","+",36573597,36612554,1154,5,"non-coding",0.9977978,"multi-exonic","multiexon SJ match"
"20","BambuTx609","ENST00000397152","ENSG00000101363","ENSG00000101363","MANBAL","j","+",37289652,37317260,1311,4,"non-coding",0.9999891,"multi-exonic","multiexon SJ match"
"1","BambuTx61","-","BambuGene687","-",NA,"u","+",155934457,155936135,981,2,"non-coding",0.9999981,"multi-exonic","intergenic"
"20","BambuTx611","ENST00000372861","ENSG00000124249","ENSG00000124249","KCNK15","j","+",44745865,44749759,474,2,"non-coding",0.98794615,"multi-exonic","multiexon SJ match"
"20","BambuTx612","ENST00000337205","ENSG00000124116","ENSG00000124116","WFDC3","j","-",45774212,45780858,579,3,"non-coding",0.8437609,"multi-exonic","multiexon SJ match"
"20","BambuTx613","ENST00000337205","ENSG00000124116","ENSG00000124116","WFDC3","j","-",45774212,45780858,575,3,"non-coding",0.9999982,"multi-exonic","multiexon SJ match"
"20","BambuTx614","ENST00000457685","ENSG00000198185","ENSG00000198185","ZNF334","j","-",46501080,46513575,2615,6,"non-coding",0.9996914,"multi-exonic","multiexon SJ match"
"20","BambuTx615","-","BambuGene13217","-",NA,"u","+",46740033,46742275,1803,2,"non-coding",0.99992263,"multi-exonic","intergenic"
"20","BambuTx616","ENST00000753201","ENSG00000298132","ENSG00000298132","ENSG00000298132","j","+",47792323,47799871,1545,2,"non-coding",0.9999985,"multi-exonic","multiexon SJ match"
"20","BambuTx617","-","BambuGene13644","-",NA,"u","-",50494122,50496852,1494,4,"non-coding",0.9999989,"multi-exonic","intergenic"
"20","BambuTx618","ENST00000216862","ENSG00000019186","ENSG00000019186","CYP24A1","j","-",54153446,54173986,3450,12,"non-coding",0.99999815,"multi-exonic","multiexon SJ match"
"1","BambuTx62","ENST00000483916","ENSG00000289721","ENSG00000163565",NA,"x","-",159012509,159015626,1321,3,"non-coding",0.9999989,"multi-exonic","antisense"
"20","BambuTx621","ENST00000522557","ENSG00000124097","ENSG00000124097","HMGB1P1","j","-",57488306,57495371,1077,2,"non-coding",0.9999899,"multi-exonic","multiexon SJ match"
"20","BambuTx622","ENST00000331758","BambuGene13706","ENSG00000184402",NA,"x","-",62150634,62159995,587,2,"non-coding",0.9987424,"multi-exonic","antisense"
"21","BambuTx623","-","BambuGene13824","-",NA,"u","-",5057020,5060813,712,2,"non-coding",0.9993306,"multi-exonic","intergenic"
"21","BambuTx625","ENST00000610664","ENSG00000275895","ENSG00000275895","ENSG00000275895","j","-",6484623,6499245,942,8,"non-coding",0.999911,"multi-exonic","multiexon SJ match"
"21","BambuTx627","ENST00000715812","ENSG00000227456","ENSG00000227456","LINC00310","j","+",34073557,34325743,1375,4,"non-coding",0.99999106,"multi-exonic","multiexon SJ match"
"21","BambuTx629","-","BambuGene13887","-",NA,"u","-",41777051,41786785,623,2,"non-coding",0.99993116,"multi-exonic","intergenic"
"1","BambuTx63","-","BambuGene735","-",NA,"u","+",160989461,160991147,985,2,"non-coding",0.99877906,"multi-exonic","intergenic"
"21","BambuTx630","ENST00000617205","ENSG00000274225","ENSG00000274225","HEPFAL","j","+",44455486,44478491,1555,3,"non-coding",0.9999702,"multi-exonic","multiexon SJ match"
"21","BambuTx631","ENST00000651438","ENSG00000306053","ENSG00000182871","COL18A1","j","+",45405151,45450597,449,3,"non-coding",0.9847156,"multi-exonic","multiexon SJ match"
"21","BambuTx633","ENST00000835602","ENSG00000308668","ENSG00000308668","ENSG00000308668","j","+",46040985,46054452,437,2,"non-coding",0.9968054,"multi-exonic","multiexon SJ match"
"22","BambuTx634","-","BambuGene13945","-",NA,"u","+",16154402,16218381,1266,2,"non-coding",0.99997103,"multi-exonic","intergenic"
"22","BambuTx635","ENST00000431090","ENSG00000185065","ENSG00000185065","UFD1-AS1","j","+",19447885,19453440,2288,2,"non-coding",0.9999983,"multi-exonic","multiexon SJ match"
"22","BambuTx637","ENST00000652112","ENSG00000286129","ENSG00000286129","ENSG00000286129","j","+",22298137,22307350,798,5,"non-coding",0.9998049,"multi-exonic","multiexon SJ match"
"22","BambuTx638","ENST00000413293","ENSG00000272779","ENSG00000272779","BMS1P20","j","+",22303223,22307350,724,4,"non-coding",0.9999799,"multi-exonic","multiexon SJ match"
"22","BambuTx639","ENST00000248948","ENSG00000128218","ENSG00000128218","VPREB3","j","-",23752743,23767947,570,2,"non-coding",0.9996041,"multi-exonic","multiexon SJ match"
"1","BambuTx64","ENST00000289779","ENSG00000158769","ENSG00000270149","ENSG00000270149","j","-",160997695,161038971,2095,9,"non-coding",0.99999934,"multi-exonic","multiexon SJ match"
"22","BambuTx641","ENST00000316185","ENSG00000251357","ENSG00000133460","SLC2A11","j","+",23857875,23895223,1138,8,"non-coding",0.9995969,"multi-exonic","multiexon SJ match"
"22","BambuTx642","ENST00000470591","ENSG00000167037","ENSG00000167037","SGSM1","j","+",24806238,24814194,337,3,"non-coding",0.722268,"multi-exonic","multiexon SJ match"
"22","BambuTx643","ENST00000444114","ENSG00000233521","ENSG00000233521","LINC01638","j","-",27221350,27226771,674,3,"non-coding",0.9998076,"multi-exonic","multiexon SJ match"
"22","BambuTx644","-","BambuGene14019","-",NA,"u","+",27473821,27483732,1633,2,"non-coding",0.999998,"multi-exonic","intergenic"
"22","BambuTx645","ENST00000432360","BambuGene14052","ENSG00000225676",NA,"x","+",30205438,30211427,1022,3,"non-coding",0.99997294,"multi-exonic","antisense"
"22","BambuTx646","ENST00000701275","ENSG00000289873","ENSG00000289873","ENSG00000289873","j","-",32304304,32355063,1842,3,"non-coding",0.9999966,"multi-exonic","multiexon SJ match"
"22","BambuTx647","ENST00000760990","ENSG00000299145","ENSG00000299145","ENSG00000299145","j","+",32591866,32607751,699,2,"non-coding",0.99996257,"multi-exonic","multiexon SJ match"
"22","BambuTx648","ENST00000798716","BambuGene14109","ENSG00000293220",NA,"x","+",35156583,35174495,1163,3,"non-coding",0.9999992,"multi-exonic","antisense"
"22","BambuTx649","ENST00000531095","ENSG00000128284","ENSG00000128284","APOL3","j","-",36154449,36156955,292,2,"non-coding",0.960744,"multi-exonic","multiexon SJ match"
"22","BambuTx650","ENST00000397224","BambuGene14127","ENSG00000100350",NA,"x","+",36487190,36489112,1324,2,"non-coding",0.9999987,"multi-exonic","antisense"
"22","BambuTx651","-","BambuGene14506","-",NA,"u","-",36539590,36542202,351,2,"non-coding",0.8180423,"multi-exonic","intergenic"
"22","BambuTx652","ENST00000400206","ENSG00000283900","ENSG00000283900","TPTEP2-CSNK1E","j","-",38366988,38398502,973,4,"non-coding",0.9998419,"multi-exonic","multiexon SJ match"
"22","BambuTx653","ENST00000431924","ENSG00000228274","ENSG00000228274","TOMM22-DT","j","-",38672290,38681869,1166,2,"non-coding",0.9999983,"multi-exonic","multiexon SJ match"
"22","BambuTx654","ENST00000301923","BambuGene14558","ENSG00000100354",NA,"x","-",40331307,40346460,1522,2,"non-coding",0.9999848,"multi-exonic","antisense"
"22","BambuTx656","ENST00000482652","ENSG00000196236","ENSG00000196236","XPNPEP3","j","+",40857098,40861831,362,2,"non-coding",0.9652093,"multi-exonic","multiexon SJ match"
"22","BambuTx658","ENST00000711329","ENSG00000205704","ENSG00000205704","SMIM45","j","+",41947177,41951703,466,2,"non-coding",0.99971473,"multi-exonic","multiexon SJ match"
"22","BambuTx659","ENST00000461730","ENSG00000183066","ENSG00000183066","WBP2NL","j","+",41998788,42003457,891,2,"non-coding",0.9999903,"multi-exonic","multiexon SJ match"
"22","BambuTx660","-","BambuGene14236","-",NA,"u","+",42369492,42371857,609,2,"non-coding",0.9998139,"multi-exonic","intergenic"
"22","BambuTx661","ENST00000263245","ENSG00000242247","ENSG00000242247","ARFGAP3","j","-",42796529,42857273,2569,15,"non-coding",0.9999994,"multi-exonic","multiexon SJ match"
"22","BambuTx662","ENST00000828836","ENSG00000307798","ENSG00000307798","ENSG00000307798","j","+",42857450,42872512,895,3,"non-coding",0.99987644,"multi-exonic","multiexon SJ match"
"22","BambuTx663","ENST00000263246","BambuGene14263","ENSG00000100266",NA,"i","+",42937706,42940282,2474,2,"non-coding",0.9999989,"multi-exonic","intronic"
"22","BambuTx664","-","BambuGene14612","-",NA,"u","-",43892846,43903199,1686,3,"non-coding",0.9999855,"multi-exonic","intergenic"
"3","BambuTx665","ENST00000779003","BambuGene15140","ENSG00000229642",NA,"x","-",5692145,5699349,2029,2,"non-coding",0.9999998,"multi-exonic","antisense"
