TXNAME	GENEID	R1_H1975.bam	R2_H1975.bam	R3_H1975.bam	R1_HCC827.bam	R2_HCC827.bam	R3_HCC827.bam
ENST00000492843	ENSG00000106617	3	3	0	6	0	1
ENST00000492849	ENSG00000176393	0	0	0	0	0	1
ENST00000492859	ENSG00000012048	1	0	0	0	0	0
ENST00000492864	ENSG00000182362	3	0.32475	0.09862	0	1.94406	4
ENST00000492871	ENSG00000143774	8	9	9	11	5	13
ENST00000492877	ENSG00000130775	0	1.30876	0	0	0	3.80206
ENST00000492885	ENSG00000165209	3.48237	0	0.56683	0	2.72157	0
ENST00000492891	ENSG00000135269	0	0	0	1	0	0
ENST00000492910	ENSG00000204120	0	0	0	1	0	0
ENST00000492931	ENSG00000196839	1	1	2	0	0	1
ENST00000492933	ENSG00000163636	66	110	87	83	33	85
ENST00000492937	ENSG00000243926	210.80973	186.77233	1.99266	2.10785	90.83761	97
ENST00000492938	ENSG00000184903	0	1	0	0	0	0
ENST00000492947	ENSG00000188157	0	0	0	0	2.72548	0
ENST00000492955	ENSG00000054219	0	5	5	7	0	9
ENST00000492956	ENSG00000117385	0	1	1	0.19538	0	0
ENST00000492957	ENSG00000117020	0	1	0	0	0	0
ENST00000492959	ENSG00000153767	0	0	1	0	0	0
ENST00000492974	ENSG00000218426	5	2	4	3	5	3
ENST00000492979	ENSG00000146700	0	0	0.65965	1	0	0
ENST00000492986	ENSG00000100029	0	0	0	18	7	10
ENST00000492989	ENSG00000121774	2	1	0	0	1	0
ENST00000492996	ENSG00000148634	129	142	128	128	79	89
ENST00000492998	ENSG00000221978	0	0	1	1	1	1
ENST00000493003	ENSG00000100364	0	0	0	0	2	0
ENST00000493012	ENSG00000128805	0	1	0	0	0	0
ENST00000493013	ENSG00000241529	0	0	1	0	0	0
ENST00000493014	ENSG00000151576	2	0	4	0	0	1
ENST00000493023	ENSG00000133466	4.87253	0	4.18127	4.86436	1.75887	1.66825
ENST00000493028	ENSG00000240531	1	0	1	0	0	0
ENST00000493030	ENSG00000154370	0	1	0	0.99903	1	0
ENST00000493034	ENSG00000100100	3	0	0	2	0	2
ENST00000493035	ENSG00000172878	7.56084	12.21244	11.30473	43.56478	5.14259	19.17657
ENST00000493053	ENSG00000165629	89	99	119	44	25	27
ENST00000493054	ENSG00000143258	1	0	0	1	0	1
ENST00000493057	ENSG00000002746	26	33	30	4	1	1
ENST00000493068	ENSG00000213390	0	1.60435	0.61401	0	0	0
ENST00000493074	ENSG00000114796	1	2	0	0	1	0
ENST00000493093	ENSG00000077713	1	4	3	1	0	2
ENST00000493094	ENSG00000121577	1	0	1	0	0	0
ENST00000493100	ENSG00000173846	0	3.27257	0	4.56043	0	5.78034
ENST00000493102	ENSG00000124357	0	0	0	0.6365	0	0
ENST00000493104	ENSG00000204316	0	0.04781	0	0	0	0
ENST00000493111	ENSG00000189077	198	220	169	354	198	377
ENST00000493118	ENSG00000101473	0.80782	0.73421	0	0	0	0
ENST00000493145	ENSG00000102054	0	0	0	0	1	0
ENST00000493169	ENSG00000122085	0	0	0	0	0	0.00001
ENST00000493170	ENSG00000076321	1	0	0.5	0.93671	0	0
ENST00000493172	ENSG00000112186	0	0	0	0	0	1
ENST00000493181	ENSG00000162971	2.52554	0	0	0	0	0
ENST00000493184	ENSG00000089050	0	0	0	0	1	0
ENST00000493185	ENSG00000122705	1	1	4	2	2	2
ENST00000493196	ENSG00000156253	64	78	66	136	50	123
ENST00000493198	ENSG00000291118	0	0	0	0	0	2
ENST00000493205	ENSG00000148334	0	0	0	1	0	0
ENST00000493212	ENSG00000116793	9	7	6	6	2	5
ENST00000493218	ENSG00000104774	0.00003	0	0.00003	0	0	0
ENST00000493219	ENSG00000244171	1	0	0	5	1	0
ENST00000493224	ENSG00000177954	843	839	822	1033	623	831
ENST00000493226	ENSG00000067992	1.11245	0	0	3	1	3
ENST00000493227	ENSG00000164654	0	0	0	0	3.72065	0
ENST00000493228	ENSG00000166228	31	41	20	11	0	11
ENST00000493230	ENSG00000174775	1	1	2	0	0	0
ENST00000493233	ENSG00000120334	0	3	0	1.18637	0	0
ENST00000493239	ENSG00000291149	0	1	0	0	0	0
ENST00000493245	ENSG00000107159	2	0	0	0	0	0
ENST00000493247	ENSG00000197971	0	1.33126	3.45142	0	0	0
ENST00000493248	ENSG00000244198	0	1	0	0	0	0
ENST00000493251	ENSG00000189077	0	0	0	3	0	0
ENST00000493253	ENSG00000128422	0	1	0	0	0	0
ENST00000493259	ENSG00000128510	1	0	0	0	0	0
ENST00000493261	ENSG00000168395	0	3.53879	0	0	0	0
ENST00000493267	ENSG00000111653	0	0	0	0.13605	0	0
ENST00000493277	ENSG00000197343	4	6	8	2	0	0
ENST00000493287	ENSG00000242485	0	1	1	0	0	0
ENST00000493289	ENSG00000204540	7	5	7	3	0	4
ENST00000493293	ENSG00000058085	0.45161	0.37113	0.1863	0.60949	0	0.63103
ENST00000493302	ENSG00000073792	1.83031	0	0	0	0	0
ENST00000493327	ENSG00000164542	9	0	0	6.78419	4.81164	4.93862
ENST00000493329	ENSG00000125637	0	0	0	0	0.86607	0
ENST00000493333	ENSG00000156504	8.04615	23.45459	5.36899	20	6.64752	13.71751
ENST00000493344	ENSG00000115211	0.0626	0.22483	0.24308	0	0	0.50538
ENST00000493348	ENSG00000169908	172	140	117	22	21	17
ENST00000493356	ENSG00000101132	3	1	0	1	0	0
ENST00000493364	ENSG00000101294	0.00004	36.35652	37.18325	27.28169	21.89354	0.00004
ENST00000493368	ENSG00000137106	25	19	21	53	46	56
ENST00000493370	ENSG00000176597	0	1	0	0	0	0
ENST00000493373	ENSG00000116288	3	4	0	0	1	0
ENST00000493381	ENSG00000145022	1	3	2	2	0	1
ENST00000493386	ENSG00000138101	3	0	0	1	0	0
ENST00000493391	ENSG00000186017	1	0	0	0	0	0
ENST00000493418	ENSG00000198830	0	0	0	0	0.79938	0
ENST00000493419	ENSG00000135679	0	0	6.90718	0	2.92805	6.90171
ENST00000493422	ENSG00000244067	0	0	1	2	0	1
ENST00000493423	ENSG00000157800	0	0	0	1	0	1
ENST00000493434	ENSG00000187688	21.47585	15.30455	23.34442	0	6.72727	0
ENST00000493442	ENSG00000123575	19	22	21	13	2	12
ENST00000493443	ENSG00000197037	0	2	0	0	0	1
ENST00000493448	ENSG00000131725	2	0	0	0	0	0
ENST00000493460	ENSG00000099949	0	0.12753	0.2909	0	0	3
ENST00000493468	ENSG00000196504	0	1	0	1	0	2
ENST00000493469	ENSG00000105854	0	0	0	0	0	0.22122
ENST00000493471	ENSG00000100804	49	82	63	216	168	220
ENST00000493476	ENSG00000151778	0	1	1	0	0	0
ENST00000493477	ENSG00000091483	3	5.36624	2	3	0	0.85941
ENST00000493489	ENSG00000068650	5.57599	0.61324	0.00097	0	0	1
ENST00000493497	ENSG00000131061	9	11	9	9	4	13
ENST00000493504	ENSG00000267858	209.63562	225.77972	0	0	0	0
ENST00000493522	ENSG00000064601	1	1	0	0	0	0
ENST00000493523	ENSG00000135631	0	2.96673	0.99384	3	0.99756	0.97919
ENST00000493524	ENSG00000186866	1	0	0	0	0	0
ENST00000493534	ENSG00000127054	9	7	7	5	0	3
ENST00000493536	ENSG00000163597	0	1.98539	3.88951	1.30034	0	0
ENST00000493538	ENSG00000138101	1	0	0	0	0	0
ENST00000493551	ENSG00000115295	2	2	0	0	0	0
ENST00000493556	ENSG00000100416	0.92448	0	0	1.81178	0	0.09334
ENST00000493560	ENSG00000143416	3.3582	8	4	8	3	3.08466
ENST00000493566	ENSG00000163960	3	3	2	4	0	3
ENST00000493578	ENSG00000168395	0	1	0	0	0	1
ENST00000493583	ENSG00000068323	23	36	32	2	2	8
ENST00000493591	ENSG00000156515	0	0	0	0	1	0
ENST00000493594	ENSG00000117226	18	16	6	8	3	11
ENST00000493599	ENSG00000080189	1	3	0.36589	1	6	3
ENST00000493606	ENSG00000242247	0	0	0	0.15792	0	0
ENST00000493624	ENSG00000114473	13.53849	11	7.79024	2	0	2.88554
ENST00000493633	ENSG00000124507	0	0	0	0	0	1
ENST00000493642	ENSG00000106144	1	0	0	0	0	0
ENST00000493646	ENSG00000055950	1.45951	52.76591	0.00002	1.217	0	0
ENST00000493648	ENSG00000177302	0	1	0	0	0	0
ENST00000493650	ENSG00000126226	0	0.6857	0	0	0	0
ENST00000493652	ENSG00000004534	0	0	0	10.23002	15.63812	0
ENST00000493654	ENSG00000130508	0	0	0.96442	0	0	0
ENST00000493671	ENSG00000106635	20.76063	0	13.76654	9.85575	10.40423	5.90579
ENST00000493676	ENSG00000162639	0	1	1	0	0	0
ENST00000493678	ENSG00000116288	3452	3432	3034	4034	2370	3625
ENST00000493680	ENSG00000099968	145.40167	130.04008	108.68209	121.38992	47.31897	90.52039
ENST00000493692	ENSG00000115806	2	3	0	4	0	4
ENST00000493693	ENSG00000124116	0	0	2	2	0	1
ENST00000493694	ENSG00000113845	51	47	45	11	8	8
ENST00000493710	ENSG00000240758	1	4	3	0	0	1
ENST00000493719	ENSG00000122033	8	9	9	17	12	12
ENST00000493722	ENSG00000177683	14	8	11	1	2	1
ENST00000493727	ENSG00000169062	0	0	0	0	1	0
ENST00000493729	ENSG00000174640	2	1	2	1	0	0
ENST00000493742	ENSG00000172878	0.67513	0	0	8.93299	0	0
ENST00000493753	ENSG00000183486	0	0.07291	0	0	0	0
ENST00000493763	ENSG00000146223	1009	989	902	841	301	549
ENST00000493770	ENSG00000134900	0	0	2	0	0	1
ENST00000493772	ENSG00000125520	0	0	1	0	0	0
ENST00000493776	ENSG00000242852	2	0	1	0	0	0
ENST00000493784	ENSG00000144827	4	11	6	0	2	0
ENST00000493786	ENSG00000112715	0	0	0	0	0.90054	0
ENST00000493792	ENSG00000171853	12.4359	12.52333	0	20.82475	46.86558	19.3401
ENST00000493804	ENSG00000180398	2	3	6	1	8	5
ENST00000493812	ENSG00000223776	6.81168	8.91418	5.55221	1.2142	3	0.00057
ENST00000493817	ENSG00000242276	0	1	0	0	0	0
ENST00000493836	ENSG00000173531	0	0	0.39244	0	0	0
ENST00000493842	ENSG00000177628	0	0	0	0	0	1
ENST00000493846	ENSG00000169071	5	6	2	0	0	0
ENST00000493847	ENSG00000119321	24	1.28804	1.98829	23	17	5.53736
ENST00000493856	ENSG00000168026	1.79842	0	0	1	0	0
ENST00000493866	ENSG00000136521	87	70	60	57	33	40
ENST00000493867	ENSG00000143569	0	0	0	0	1	0
ENST00000493874	ENSG00000244363	4	2	1	18	22	13
ENST00000493878	ENSG00000157259	0	0	0	0	0	0.02258
ENST00000493886	ENSG00000165280	0	3	0	0	0	1
ENST00000493891	ENSG00000172456	0	0	0	4	0	0
ENST00000493893	ENSG00000093010	0	1	0	0	0	0
ENST00000493894	ENSG00000100263	11.02261	8.87119	10.7446	1.87537	0.25247	1.67373
ENST00000493897	ENSG00000196372	3	5	7	3	2	2
ENST00000493905	ENSG00000102393	10	13	10	0	0	6
ENST00000493907	ENSG00000114388	0	0	2.77342	0	0	0
ENST00000493908	ENSG00000203865	16	8	5	4	6	9
ENST00000493916	ENSG00000163877	0	0	0	1.61823	0.28493	0
ENST00000493932	ENSG00000121578	0	0	3	1	1	2
ENST00000493945	ENSG00000075624	6	12	5	21	12	12
ENST00000493957	ENSG00000144744	0	0.59791	0	0	0	0
ENST00000493959	ENSG00000112701	1	1	1	0	0	0
ENST00000493960	ENSG00000163946	0	1	0	0	0	0
ENST00000493961	ENSG00000166228	42	34	45	111	72	75
ENST00000493968	ENSG00000148362	2	1	1	2	2	3
ENST00000493973	ENSG00000127948	2.59016	5.73424	8.55159	35.80055	63.6097	14.63037
ENST00000493975	ENSG00000013810	0	0	0	0	0	2
ENST00000494011	ENSG00000204634	1	0	0	0.43284	0.34964	0
ENST00000494018	ENSG00000025434	0	4.7345	0	1.70374	9.48531	0
ENST00000494030	ENSG00000125850	0	0	0	0	0	2
ENST00000494050	ENSG00000182504	0	3	0	0	0	0
ENST00000494062	ENSG00000133104	1	0	0	0	0	1
ENST00000494068	ENSG00000166432	0	0	0.5925	0	0	0
ENST00000494075	ENSG00000291064	6.53093	0.76878	0.502	0	0	5.70384
ENST00000494076	ENSG00000136270	43	33	33	23	11	34
ENST00000494097	ENSG00000015475	0	0.47478	0	0	0	0
ENST00000494117	ENSG00000185513	0	0	0	0	0.33418	0
ENST00000494131	ENSG00000166347	1	2	1	0	0	1
ENST00000494137	ENSG00000196569	5.2612	2.84631	0.67612	2	0	1
ENST00000494138	ENSG00000232671	26	20	26	9	8	10
ENST00000494142	ENSG00000125505	72	64	60	17	23	18
ENST00000494143	ENSG00000156521	6.09369	7.01658	7.56797	6.66776	5.91922	8.48575
ENST00000494153	ENSG00000101294	3	1	1	0	0	1
ENST00000494161	ENSG00000163832	2	4	5	0	0	1
ENST00000494164	ENSG00000163608	0.93705	0	0.77737	0.92178	0	0
ENST00000494185	ENSG00000113368	0	0	0	0	0.19914	0
ENST00000494235	ENSG00000151136	0	1	0	0	0	0
ENST00000494238	ENSG00000081307	1	0	5	0	0	0
ENST00000494252	ENSG00000183486	0	0	0	0	1	0
ENST00000494254	ENSG00000136854	1	2.92582	2.87694	0	0	1.64374
ENST00000494258	ENSG00000003402	0	0	1	0	0	0
ENST00000494262	ENSG00000147889	5	0	0	1	2	4
ENST00000494270	ENSG00000269609	0	2	1	0	0	0
ENST00000494277	ENSG00000107984	0	0	1	0	0	0
ENST00000494282	ENSG00000146416	48	34	39	133	107	109
ENST00000494298	ENSG00000164889	0	0	0	1	0	0
ENST00000494306	ENSG00000135940	0	0	0	0	0.00016	0
ENST00000494307	ENSG00000122882	1	0	0	0	0	0
ENST00000494312	ENSG00000122952	3	6	1	2	0	0
ENST00000494317	ENSG00000148346	0	0	0	1.15976	1.53789	0.66113
ENST00000494319	ENSG00000155363	0	0	0	2	0	0
ENST00000494320	ENSG00000112130	1	1	0	5	5	3
ENST00000494327	ENSG00000163755	0	0	1	2	4	4
ENST00000494332	ENSG00000284954	0	0	0	1	1	2
ENST00000494338	ENSG00000056736	1	0	0	1	0	0
ENST00000494339	ENSG00000114030	0	1	0	0	0	0
ENST00000494358	ENSG00000114126	0	0	0	1	0	0
ENST00000494359	ENSG00000197149	0	0	0	1	0	0
ENST00000494364	ENSG00000166922	1.606	0	1	0	1	1
ENST00000494368	ENSG00000267673	0	0	1	0	0	0
ENST00000494378	ENSG00000162885	0	1	0	0	0	2
ENST00000494380	ENSG00000197008	59	41	40	3	1	3
ENST00000494393	ENSG00000111801	0	0	0	0	1	0
ENST00000494396	ENSG00000102003	1	0	0	0	0	0
ENST00000494401	ENSG00000089006	0	0	1	0	0	0
ENST00000494408	ENSG00000224858	1	3	1	5	1	0
ENST00000494414	ENSG00000160818	0	0	1	0	0	0
ENST00000494426	ENSG00000169583	5	7	7	1	4	2
ENST00000494429	ENSG00000178691	0	0	0	0	2	0
ENST00000494433	ENSG00000165672	0.02656	0	0.01774	0	0	0
ENST00000494437	ENSG00000177674	0.81054	0	0	0	0	0
ENST00000494442	ENSG00000158764	0	0	0	0	1.42484	0.02691
ENST00000494453	ENSG00000113924	0	0	0	4	4	2
ENST00000494454	ENSG00000184470	1.38626	0	1.2889	0.91272	0.95224	0.86679
ENST00000494458	ENSG00000204410	0	0	0.13808	0	0	0
ENST00000494461	ENSG00000160445	0	1	0	0	0	0
ENST00000494481	ENSG00000114405	40	28	20	10	8	10
ENST00000494483	ENSG00000135951	0	1	0	0	0	0
ENST00000494486	ENSG00000213186	75.76579	68.00461	41.45916	9.46136	2	5.67892
ENST00000494489	ENSG00000254901	9	7	6	1	3	2
ENST00000494490	ENSG00000255529	0	1	0	0	0	0
ENST00000494493	ENSG00000082458	0	0	2	0	2	0
ENST00000494495	ENSG00000068354	0	1	0	1	2	2
ENST00000494498	ENSG00000160282	22	18	11	0	0	0
ENST00000494506	ENSG00000101084	0.00002	0	0	0	0	0
ENST00000494508	ENSG00000067066	0.1043	0	0.01499	0	0.58943	0
ENST00000494511	ENSG00000109099	3	3	4	0	0	0
ENST00000494516	ENSG00000167491	0	1	1	0	0	0
ENST00000494518	ENSG00000154839	0	3	1	0	0	3
ENST00000494526	ENSG00000134452	0.06303	0	0	0	0	0
ENST00000494528	ENSG00000104205	0	0	0	1	0	0
ENST00000494540	ENSG00000290439	2	3	5	0	0	0
ENST00000494547	ENSG00000137413	0	0	0	1	0	0
ENST00000494549	ENSG00000138107	7	11	6	5	5	1
ENST00000494557	ENSG00000132155	0	0	0.02451	0	0	0
ENST00000494570	ENSG00000107077	0	0	0.38792	0	0	0
ENST00000494572	ENSG00000157992	0.06147	0.05901	0.0644	0.3085	1.3227	0.24063
ENST00000494573	ENSG00000134333	0	0	0	0.00001	0	0
ENST00000494576	ENSG00000134882	0	0	0	1.07498	2.27862	0
ENST00000494584	ENSG00000130717	1	1	0	0	0	0
ENST00000494586	ENSG00000107771	0	0	0.18534	0	0	0
ENST00000494587	ENSG00000071967	0	0	2	0	0	0
ENST00000494589	ENSG00000115145	0	1	0	0	0	0
ENST00000494591	ENSG00000293348	0	0	0	1	1	0
ENST00000494596	ENSG00000165644	0	0	0	2	1	0
ENST00000494600	ENSG00000114978	29.93981	26	14	23	10	16
ENST00000494605	ENSG00000189144	0	0	1	0	0	0
ENST00000494610	ENSG00000213923	0.01122	0	0	0	0	0
ENST00000494624	ENSG00000198960	0	0.05127	0	0.01775	0	0.02479
ENST00000494626	ENSG00000175029	7	6	4	2	1	1
ENST00000494643	ENSG00000102882	0	0	0	1.63791	1.14605	0.43458
ENST00000494649	ENSG00000137074	0	0	1	3	0	1
ENST00000494664	ENSG00000113845	2614	2408	2386	1050	550	1047
ENST00000494680	ENSG00000206573	0	0	0	0	0	2
ENST00000494689	ENSG00000135778	53	60	53	142	62	99
ENST00000494695	ENSG00000214114	61	44	45	24	10	14
ENST00000494702	ENSG00000146856	3	1	0	0	2	0
ENST00000494703	ENSG00000133104	6.01576	1.38465	5.34071	9.17548	9.45775	10.0583
ENST00000494710	ENSG00000116675	1	3	1	0	0	1
ENST00000494714	ENSG00000149292	0	0	0	0	0	2
ENST00000494741	ENSG00000239779	1	3	2	1	0	4
ENST00000494748	ENSG00000078808	3.46723	4.62025	4.61298	0	2.96563	3.87348
ENST00000494771	ENSG00000163584	7.58121	3.63513	11.85927	0.00001	0	4.6295
ENST00000494772	ENSG00000182957	1	0	0	1	9	0
ENST00000494774	ENSG00000136279	79.81179	103.62241	85.23563	0	0	16.24174
ENST00000494795	ENSG00000100347	0.83037	0	8.28553	30.80324	81.4005	6.73917
ENST00000494797	ENSG00000143153	0	0	1	0	0	0
ENST00000494801	ENSG00000133142	0	0	0	0	0.15024	0
ENST00000494817	ENSG00000144827	2	2	3	1	0	0
ENST00000494819	ENSG00000137947	0	0	0	1	0	0
ENST00000494836	ENSG00000174851	0.00003	0.00003	0	88.38968	0.00003	0.00004
ENST00000494842	ENSG00000132849	0	0	0	1	0	0
ENST00000494851	ENSG00000121858	0	2	0	0	0	0.04723
ENST00000494854	ENSG00000164054	0	0.06023	0.14856	0.29087	0.82856	0.05646
ENST00000494870	ENSG00000006756	29.06985	14.90881	15.2656	29.64167	0.70192	7.12932
ENST00000494872	ENSG00000109654	0	0	0	0	0	0.22336
ENST00000494873	ENSG00000123091	0	0	0	1	0	1
ENST00000494901	ENSG00000067066	0	0	0.0999	0	0.19918	0.05435
ENST00000494912	ENSG00000102125	3	1.9058	8	5.50181	2	0
ENST00000494914	ENSG00000132437	0	1	0	0	0	0
ENST00000494919	ENSG00000186889	1	0	0	0	0	0
ENST00000494921	ENSG00000125821	0	0	1	1	0	0
ENST00000494927	ENSG00000152689	1	0	1	2	2	0
ENST00000494934	ENSG00000133226	0	0	0	0	0	1
ENST00000494941	ENSG00000119943	3	0	1	0	0	0
ENST00000494943	ENSG00000173889	0	0	0	0	0	1
ENST00000494946	ENSG00000103363	8	11	13	59	38	29
ENST00000494947	ENSG00000196204	0	1	0	0	0	0
ENST00000494950	ENSG00000152952	1	1	1	0	0	0
ENST00000494955	ENSG00000198026	0	0	0	0	0.01076	0
ENST00000494958	ENSG00000115504	1.60272	0	0	0	0	0
ENST00000494966	ENSG00000184117	1	2	0	3	1	0
ENST00000494976	ENSG00000136560	0	2	0	2	0	1
ENST00000494978	ENSG00000291149	20	17	18	1	1	1
ENST00000494979	ENSG00000019169	0	0	0	0	0	0.9744
ENST00000494980	ENSG00000083937	1	0	2	0	0	0
ENST00000494981	ENSG00000182979	0	0	0	4	3	4
ENST00000494984	ENSG00000172053	39.69412	23.64437	35.55694	88.25588	182.75525	54.59334
ENST00000494986	ENSG00000115274	0	1	0	0	0	0
ENST00000494999	ENSG00000259332	8	2	4	2	2	0
ENST00000495001	ENSG00000120029	0.90747	1.8457	0	0	0	0.86019
ENST00000495002	ENSG00000170889	0	0	1	4	2	2
ENST00000495013	ENSG00000136146	5	1	0	0	6	2
ENST00000495025	ENSG00000108187	0	3	1	0	0	2
ENST00000495029	ENSG00000121895	15	17	27	159	83	143
ENST00000495034	ENSG00000116191	1.7746	1.30598	5.48825	4.63667	1.85536	0.98164
ENST00000495036	ENSG00000106034	0	0	0.41815	0	0	0
ENST00000495038	ENSG00000105948	4	2	0	0	1	1
ENST00000495043	ENSG00000214114	27	27	0	0	0	0
ENST00000495049	ENSG00000156976	3.99802	0.00002	0	0	0.27041	1.09171
ENST00000495050	ENSG00000134330	0	0.4491	0.07538	0	0	0
ENST00000495055	ENSG00000185272	1	2	5	0	0	2
ENST00000495064	ENSG00000100749	0	0	0	0	2	1
ENST00000495067	ENSG00000006634	22.22503	21.1187	51.83509	12.01838	35.27334	11.8776
ENST00000495087	ENSG00000070950	0	0	0	0	0	1
ENST00000495088	ENSG00000241537	0	0	1	0	0	0
ENST00000495089	ENSG00000144802	0	0	0.04987	4.35297	0	2.16873
ENST00000495095	ENSG00000114126	0	1	0	0	0	0
ENST00000495112	ENSG00000211460	9	4	4	2	0	1
ENST00000495130	ENSG00000078403	0	0	0.81721	0	0	1
ENST00000495146	ENSG00000084733	4	8	7	1	1	3
ENST00000495154	ENSG00000221838	0	1	0	0	0	0
ENST00000495162	ENSG00000197971	26	26	29	0	0	0
ENST00000495167	ENSG00000179277	2	0	0	0	0	0
ENST00000495168	ENSG00000171703	19.8447	6.1689	17.45475	15.17314	20.87098	10.78224
ENST00000495175	ENSG00000043514	8	3	2	9	5	11
ENST00000495182	ENSG00000196730	2	0	0	0	0	1
ENST00000495186	ENSG00000147155	1100	940	796	825	605	815
ENST00000495187	ENSG00000106682	0	0	0	0	0	0.80386
ENST00000495200	ENSG00000115541	0	0	0	3	0	0
ENST00000495203	ENSG00000167525	0	0	1	1	0	0
ENST00000495204	ENSG00000076864	1	1	3	0	1	1
ENST00000495215	ENSG00000180098	0	1	0	0	0	0
ENST00000495228	ENSG00000243701	0	1	0	0	0	2
ENST00000495231	ENSG00000243824	24	5	5	46	23	27
ENST00000495239	ENSG00000115977	12	9	3	16	23	5
ENST00000495254	ENSG00000137965	1	1	2	0	0	0
ENST00000495259	ENSG00000117724	1	0	0	0	0	0
ENST00000495261	ENSG00000198836	0	0	0.60934	0	0	0
ENST00000495262	ENSG00000111846	0	1	0	0	0	0
ENST00000495264	ENSG00000144161	44.36548	35.19446	44.78286	50.03065	69.99977	32.86595
ENST00000495265	ENSG00000028310	0	0	0	1	0	0
ENST00000495266	ENSG00000095585	2	1	1	4	0	0
ENST00000495267	ENSG00000005483	0	0	0	0	0	0.67209
ENST00000495270	ENSG00000136908	37	50	36	83	51	66
ENST00000495272	ENSG00000122481	9	14	7	3	2	5
ENST00000495275	ENSG00000120334	0.09749	0	0.90075	0.98555	2.45132	0.76948
ENST00000495276	ENSG00000104524	0	0	0	0	0	0.05111
ENST00000495279	ENSG00000125505	0.00205	0	0	0	0	0
ENST00000495288	ENSG00000159377	12	16	13	25	4	9
ENST00000495293	ENSG00000131051	0	0	0	0.14447	0.32274	0
ENST00000495305	ENSG00000133606	7	11	3	7	1	2
ENST00000495307	ENSG00000290720	173	249	235	26	14	23
ENST00000495308	ENSG00000160752	0	0.0701	0	0	0	0.05746
ENST00000495310	ENSG00000114126	2	2	7	1	0	2
ENST00000495312	ENSG00000119777	0	1.33765	0	0	0	0
ENST00000495313	ENSG00000175854	7	18	11	1	1	2
ENST00000495324	ENSG00000219665	38	41	34	1	1	0
ENST00000495333	ENSG00000156508	1	1	2	2	0	1
ENST00000495341	ENSG00000160789	0	0	1	1	0	0
ENST00000495365	ENSG00000011009	6	3	2	2	1	0
ENST00000495369	ENSG00000163166	0	0	0	0.5	0	0
ENST00000495373	ENSG00000163947	0	0.37433	0	0	0	0
ENST00000495383	ENSG00000162244	54.7598	80.74423	62.45832	51.61762	34.6676	43.27387
ENST00000495392	ENSG00000227081	1	0	1	2	6	2
ENST00000495394	ENSG00000168028	0.00173	0.0007	0	0.00048	0.0269	0.00068
ENST00000495397	ENSG00000162746	22	34	25	12	3	13
ENST00000495399	ENSG00000204711	1	0.82736	1.85789	0	0	0
ENST00000495401	ENSG00000114391	299	268	260	358	299	276
ENST00000495406	ENSG00000136861	0.8639	0	0	0	0	0
ENST00000495420	ENSG00000140350	0	0	0.00006	0	0.00001	0.00002
ENST00000495421	ENSG00000132768	13	21	9	16	4	28
ENST00000495422	ENSG00000120656	0	3	0	0	1	1
ENST00000495430	ENSG00000225484	1.89305	0.89629	0	0	0	0
ENST00000495431	ENSG00000241104	0	1	0	0	0	0
ENST00000495438	ENSG00000239809	1	0	1	1	0	0
ENST00000495439	ENSG00000115648	1	1	4	5	4	4
ENST00000495446	ENSG00000183696	4092.54132	1771.53993	2994.68015	1331.9823	1094.94531	22.024
ENST00000495447	ENSG00000143198	31	15	21	34	10	29
ENST00000495448	ENSG00000167103	1	0	0	0	0	0
ENST00000495451	ENSG00000049239	1	0	0	0	0	0
ENST00000495455	ENSG00000175874	8	2	2	1	2	2
ENST00000495458	ENSG00000169228	1.66646	0.85698	1.24551	0	0	0
ENST00000495461	ENSG00000113811	1984	1931	1986	879	499	815
ENST00000495475	ENSG00000160294	2	4	2	5	1	2
ENST00000495479	ENSG00000139597	2	1	0	2	1	1
ENST00000495490	ENSG00000126768	52	62	64	21	18	31
ENST00000495509	ENSG00000112511	5	3	1	7	1	5
ENST00000495518	ENSG00000110628	15.03856	0	19.00865	66.51993	0	51.20654
ENST00000495524	ENSG00000148291	0	1	0	0	0	0
ENST00000495531	ENSG00000220842	7	2	2	15	11	14
ENST00000495534	ENSG00000132950	1	0	0	0	0	0
ENST00000495537	ENSG00000136636	0	0	1.70902	0.542	0	0
ENST00000495554	ENSG00000160679	1	1	0	0	0	0
ENST00000495555	ENSG00000100360	5.38703	0	0	0.37551	59.1213	8.07255
ENST00000495559	ENSG00000170485	0.81709	0.67746	0	0	0.95349	0
ENST00000495562	ENSG00000159346	0	0	4.52496	0	3.16285	0
ENST00000495563	ENSG00000134590	0	0	0	0	0	1
ENST00000495566	ENSG00000163605	0	0	0	3	0	0
ENST00000495568	ENSG00000103335	0	0	0	0.01286	0	0
ENST00000495578	ENSG00000131503	0	0.20334	0	0.35508	0	0
ENST00000495579	ENSG00000213676	0	2.23169	0.72256	2.30328	2.07104	0
ENST00000495593	ENSG00000074964	1.87348	3	0	2.64427	3.35636	0
ENST00000495596	ENSG00000135390	9426.54857	8390.15768	8697.39486	13468.01869	5233.98261	10417.66905
ENST00000495601	ENSG00000115947	0	0	0	0	0	2.93506
ENST00000495613	ENSG00000232150	12	7	13	14	28	4
ENST00000495616	ENSG00000159592	0.44237	0	0	0	0	0
ENST00000495625	ENSG00000168386	2	3	9	0	0	0
ENST00000495627	ENSG00000173540	0	0	0	1	0	0
ENST00000495630	ENSG00000126106	1	2	2	6	2	5
